E,E_bind,Econtact,Egrav,Ekin,Erot,Ethree,Etrap,L,Lz,N,Nminus,Nnet,Nplus,Nv,R50,R90,R99,R_1pct,R_perp_rms,R_z_rms,converged,dx,iters,label,mu,oblateness,pad,peak,points_per_R90,resid_rel,rrms,stop_reason,tf_R90,tf_R99,tf_converged,tf_kind,tf_mu,tf_rho0,virial,virial_rel,w_LLL,walltime
0.7225797534023979,-0.2774202465976021,0.28184168229064416,-0.560699386894628,20.352125276346147,-39.704356317765765,0.0,20.353668499425996,16,39.704356317765765,192,0,77,77,77,4.940864234531865,7.870072736433635,9.321259540395232,9.833333333333332,nan,nan,True,0.16666666666666666,18900,2D_gravitylike,0.44372204879841415,nan,2,0.011374845847308296,47.220436418601814,9.45278899630177e-05,6.380230168171991,converged,6.9322114476926915,8.173466556830356,True,nonlocal_compressed,-0.6328573887278706,nan,-0.00010246847303874151,2.466247406090157e-06,0.9938170423584842,78.71100854873657
0.7225686527180262,-0.27743134728197383,0.2813695989189424,-0.5602363451987724,18.158221590175486,-35.31628940362968,0.0,18.15950321245205,16,35.31628940362968,256,0,76,76,76,4.943395203753619,7.873493698442646,9.350484385884064,9.875,nan,nan,True,0.125,17131,2D_gravitylike,0.4437019064381962,nan,2,0.011340388271523396,62.987949587541166,9.86873527538967e-05,6.026525236394859,converged,6.920305267830438,8.17962407449111,True,nonlocal_compressed,-0.6328815580111324,nan,-6.039191401763233e-05,1.6252153309548503e-06,0.9954509648882299,84.67080760002136
0.7225496075420476,-0.27745039245795244,0.28196905929653365,-0.5608579557094392,15.742625016014367,-30.485354854031375,0.0,15.744168341971964,16,30.485354854031375,384,0,76,76,76,4.935037998132667,7.869933612966489,9.330027106441154,9.75,nan,nan,True,0.08333333333333333,12782,2D_gravitylike,0.44366071112914207,nan,2,0.011408278861420311,94.43920335559787,9.959209257773849e-05,5.6114469331843395,converged,6.921183264283485,8.17941182346297,True,nonlocal_compressed,-0.6328990356269912,nan,-6.48903156541536e-06,2.0071474674154242e-07,0.9996027536071341,123.56177139282227
0.7225467092506264,-0.27745329074937364,0.28160898762811004,-0.5604992909272852,14.746562465134778,-28.49305699828534,0.0,14.747931545700363,16,28.49305699828534,512,0,78,78,78,4.945203737734458,7.869064916591171,9.337586107922787,9.8125,nan,nan,True,0.0625,15580,2D_gravitylike,0.44365640595145117,nan,2,0.011423332042223469,125.90503866545873,9.858225028084255e-05,5.431009398942403,converged,6.9228448812621535,8.182488924528165,True,nonlocal_compressed,-0.6329052369231927,nan,-1.9476802234796864e-05,6.420231919514726e-07,0.9998574088925546,251.40734553337097
-3.4370758486135315,nan,2.5434615975066897,-7.52398573517993,0.7405460601305438,0.0,0.0,0.8029022289291651,8,-8.585953644569103e-11,80,0,0,0,0,1.1832131709227391,1.7549955336107665,2.244995131816346,2.2,1.034667241624558,0.7316202272814488,True,0.2,372,3D_newton,-8.417599986286772,0.9999999939078449,2,0.1135752142261352,8.774977668053833,9.992582127176097e-05,1.2672034003498927,converged,1.5620499351813297,1.7320508075688912,True,nonlocal_compressed,-9.314821350118706,nan,-0.01831328025710377,0.0015772495812299253,nan,22.389978170394897
-3.4398752677113578,nan,2.5464538863363946,-7.529687280603313,0.7410604896298448,-0.0,0.0,0.8022976369257157,8,2.63670172966226e-12,96,0,0,0,0,1.1785113964027036,1.7716908808135874,2.24845620289345,2.1666666666666665,1.034277614064039,0.7313447141378885,True,0.16666666666666666,424,3D_newton,-8.423108661978276,1.0000000005417915,2,0.11371962313092664,10.630145284881525,9.858593830259155e-05,1.266726203191294,converged,1.5456030825826292,1.7400510848184334,True,nonlocal_compressed,-9.321401412225686,nan,-0.012799916185870508,0.0011015893079864508,nan,41.149548292160034
-3.442678148674357,nan,2.549463086335227,-7.535408921257222,0.7415765054727276,-0.0,0.0,0.8016911807749106,8,1.2188979978852034e-12,128,0,0,0,0,1.179247555989898,1.7677667995375113,2.250000397314373,2.125,1.0338866349922198,0.7310682509412413,True,0.125,495,3D_newton,-8.428623983596353,0.9999999995074306,2,0.11386477765637322,14.14213439630009,9.854664807999145e-05,1.266247354014934,converged,1.5512092057488511,1.7410485346480231,True,nonlocal_compressed,-9.327542470145616,nan,-0.007249012855907289,0.0006234026290333779,nan,109.6811351776123
