E,E_bind,Econtact,Egrav,Ekin,Erot,Ethree,Etrap,L,Lz,N,Nminus,Nnet,Nplus,Nv,Omega,R50,R90,R99,R_1pct,R_perp_rms,R_z_rms,converged,iters,label,mu,oblateness,peak,resid_rel,rrms,stop_reason,tf_R90,tf_R99,tf_converged,tf_kind,tf_mu,tf_rho0,virial,virial_rel,w_LLL,walltime
5.462458075827403,nan,2.6068272540608497,0.0,0.12487022640767843,-0.0,0.0,2.7307605953588747,12,2.4894809297813747e-13,384,0,0,0,0,0.0,2.158739162404084,3.359919632332436,4.089812557134903,4.3125,nan,nan,True,79,rotating_Omega,8.069285329888253,nan,0.0400306846691516,9.386284983327193e-05,2.3369897712052037,converged,3.305416955544338,3.789891983948883,True,repulsive_parabola,7.9788499025341135,nan,0.0018737702193067918,0.00034302692913994957,0.43582477784539386,0.3513193130493164
5.276950888468621,nan,2.3875908916967803,0.0,0.6792755601039097,-0.8568101404637943,0.0,3.066894577131726,12,1.7136202809275887,384,0,2,2,2,0.5,2.3266981280589047,3.497264381263941,4.217247583358613,4.5625,nan,nan,True,1083,rotating_Omega,7.6645417801654006,nan,0.0371951894621112,9.547608514035343e-05,2.4766487749100503,converged,3.551518161293843,4.071624368725582,True,repulsive_parabola,6.90987025340457,nan,-5.625066207226581e-05,9.170664101019968e-06,0.6547262665146107,5.214014291763306
4.686519036184104,nan,1.9453343427086274,0.0,1.9409808720555761,-3.086059182241386,0.0,3.8862630036612864,12,4.408655974630552,384,0,7,7,7,0.7,2.679291240303006,3.9315179685169785,4.6460902733753295,4.9375,nan,nan,True,2113,rotating_Omega,6.631853378892732,nan,0.030697851004186618,8.845764486761445e-05,2.7879250361734216,converged,3.907124902021946,4.486524963710778,True,repulsive_parabola,5.698030280886366,nan,0.00010442220583417594,1.3434693469746644e-05,0.8325564573900225,10.084867477416992
3.8194807874630206,nan,1.4703290044005737,0.0,3.7931822862828337,-6.707280973250383,0.0,5.263250470029997,12,7.890918792059274,384,0,14,14,14,0.85,3.0083475265266113,4.585542011885611,5.332651303196804,5.6875,nan,nan,True,7548,rotating_Omega,5.289809791863594,nan,0.025282157804550415,9.936770863358664e-05,3.244456956111453,converged,4.552214433657536,5.220527391940396,True,repulsive_parabola,4.203124124497148,nan,0.0005216413068200865,4.955382468774847e-05,0.9347772345521583,35.51900887489319
3.3643868028166324,nan,1.2340967330854868,0.0,5.098533155000902,-9.300921840364342,0.0,6.332678755094586,12,10.334357600404825,384,0,19,19,19,0.9,3.283863975711918,5.035593014729349,5.80534556249484,6.1875,nan,nan,True,5756,rotating_Omega,4.598483535902119,nan,0.02064572749135244,9.519462597428605e-05,3.5588421586506436,converged,5.003514389906359,5.739800736959428,True,repulsive_parabola,3.4778958991608047,nan,-9.773401639590062e-05,7.716670722313647e-06,0.96309380418523,27.098548650741577
2.723366333531576,nan,0.8765018173498631,0.0,8.174122181338273,-15.37782616443539,0.0,9.050568499278832,12,16.18718543624778,384,0,36,36,36,0.95,4.002200200042285,6.110786314957027,7.045087412328501,7.4375,nan,nan,True,822,rotating_Omega,3.599868150881439,nan,0.015403168012964987,9.094432295400765e-05,4.254543101034195,converged,5.9111256330753115,6.779161544763482,True,repulsive_parabola,2.4913920187110676,nan,0.0001109988186085431,6.1321274065788714e-06,0.9870253060282514,3.7098186016082764
